Principio attivo;Confezione di riferimento;ATC;AIC;Farmaco;Confezione;Ditta;Prezzo riferimento SSN;Prezzo Pubblico 16 febbraio 2026;Differenza;Nota;Codice gruppo equivalenza
Ibuprofene;30 UNITA' 600 MG - USO ORALE;M01AE01;41312036;IBUPROFENE DOC GENERICI;"""600 MG GRANULATO EFFERVESCENTE"" 30 BUSTINE CARTA/PE/AL/SURLYN";DOC GENERICI S.R.L.;3,72 €;4,49 €;0,77 €;;95B
Ibuprofene;30 UNITA' 600 MG - USO ORALE;M01AE01;43834011;IBUPROFENE EG STADA;"""600 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/AL";EG S.P.A.;3,72 €;3,72 €;0,00 €;;95B
Ibuprofene;30 UNITA' 600 MG - USO ORALE;M01AE01;43834023;IBUPROFENE EG STADA;"""600 MG GRANULATO EFFERVESCENTE"" 30 BUSTINE IN CARTA/PE/AL/SURLYN";EG S.P.A.;3,72 €;4,49 €;0,77 €;;95B
Ibuprofene;30 UNITA' 600 MG - USO ORALE;M01AE01;43526019;IBUPROFENE FG;"""600 MG COMPRESSA RIVESTITA CON FILM"" 30 COMPRESSE IN BLISTER PVC/PVDC";FG S.R.L.;3,72 €;3,72 €;0,00 €;;95B
Ibuprofene;30 UNITA' 600 MG - USO ORALE;M01AE01;49768029;IBUPROFENE LABORATORI ALTER;"""600 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER AV/PVC/PVDC";LABORATORI ALTER S.R.L.;3,72 €;3,72 €;0,00 €;;95B
Ibuprofene;30 UNITA' 600 MG - USO ORALE;M01AE01;49980028;IBUPROFENE PENSA;"""600 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER AL/PVC/PVDC";TOWA PHARMACEUTICAL S.P.A.;3,72 €;3,72 €;0,00 €;;95B
Ibuprofene;30 UNITA' 600 MG - USO ORALE;M01AE01;43523012;IBUPROFENE PHARMEG;"""600 MG COMPRESSA RIVESTITA CON FILM"" 30 COMPRESSE IN BLISTER PVC/PVDC";PHARMEG S.R.L.;3,72 €;3,72 €;0,00 €;;95B
Ibuprofene;30 UNITA' 600 MG - USO ORALE;M01AE01;43529015;IBUPROFENE TEVA;"""600 MG COMPRESSA RIVESTITA CON FILM"" 30 COMPRESSE IN BLISTER PVC/PVDC";TEVA ITALIA S.R.L.;3,72 €;3,72 €;0,00 €;;95B
Ibuprofene;30 UNITA' 600 MG - USO ORALE;M01AE01;43528013;RIFLONET;"""600 MG COMPRESSA RIVESTITA CON FILM"" 30 COMPRESSE IN BLISTER PVC/PVDC";IPSO PHARMA S.R.L.;3,72 €;3,72 €;0,00 €;;95B
Ibuprofene;30 UNITA' 600 MG - USO ORALE;M01AE01;26916142;SPIDIFEN;"""600 MG GRANULATO PER SOLUZIONE ORALE AROMA COLA-LIMONE"" 30 BUSTINE";ZAMBON ITALIA S.R.L.;3,72 €;6,43 €;2,71 €;;95B
Ibuprofene;30 UNITA' 600 MG - USO ORALE;M01AE01;49150117;ZEBUFEN;"""600 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/AL";ZENTIVA ITALIA S.R.L.;3,72 €;3,72 €;0,00 €;;95B
Idroclorotiazide;20 UNITA' 25 MG - USO ORALE;C03AA03;15094016;ESIDREX;"""25 MG COMPRESSE"" 20 COMPRESSE";LABORATOIRES JUVISE' PHARMACEUTICALS;1,32 €;1,75 €;0,43 €;;96A
Idroclorotiazide;20 UNITA' 25 MG - USO ORALE;C03AA03;47245016;IDROCLOROTIAZIDE AUROBINDO;"""25 MG COMPRESSE"" 20 COMPRESSE IN BLISTER PVC-AL";AUROBINDO PHARMA ITALIA S.R.L.;1,32 €;1,32 €;0,00 €;;96A
Idrossicarbamide;20 UNITA' 500 MG - USO ORALE;L01XX05;51117012;IDROSSICARBAMIDE AUROBINDO;"""500 MG CAPSULE RIGIDE"" 20 CAPSULE IN BLISTER PVC/PVDC-AL";EUGIA PHARMA (MALTA) LIMITED;7,12 €;7,12 €;0,00 €;;MTA
Idrossicarbamide;20 UNITA' 500 MG - USO ORALE;L01XX05;21510019;ONCO CARBIDE;"""500 MG CAPSULE RIGIDE"" 20 CAPSULE";TEOFARMA S.R.L.;7,12 €;9,48 €;2,36 €;;MTA
Idrossiclorochina;30 UNITA' 200 MG - USO ORALE;P01BA02;46074011;IDROSSICLOROCHINA DOC;"""200 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/AL";DOC GENERICI S.R.L.;4,62 €;4,62 €;0,00 €;;MUA
Idrossiclorochina;30 UNITA' 200 MG - USO ORALE;P01BA02;13967056;PLAQUENIL;"""200 MG COMPRESSE RIVESTITE"" 30 COMPRESSE";SANOFI S.R.L.;4,62 €;6,08 €;1,46 €;;MUA
Iloprost;30 UNITA' 1ML 20 MCG - USO RESPIRATORIO;B01AC11;46536076;ILOPROST ZENTIVA;"""20 MICROGRAMMI/ML SOLUZIONE PER NEBULIZZATORE"" 30 FIALE IN VETRO DA 1 ML";ZENTIVA ITALIA S.R.L.;737,30 €;737,30 €;0,00 €;In distribuzione diretta da parte delle Regioni;JNS
Iloprost;30 UNITA' 1ML 20 MCG - USO RESPIRATORIO;B01AC11;36019091;VENTAVIS;20MCG/ML SOLUZIONE PER NEBULIZZATORE USO INALATORIO FIALA (VETRO) 1ML 30 FIALE;BAYER AG;737,30 €;1.340,54 €;603,24 €;In distribuzione diretta da parte delle Regioni;JNS
Imatinib;120 UNITA' 100 MG - USO ORALE;L01EA01;43760038;IMANIVEC;"""100 MG COMPRESSE RIVESTITE CON FILM"" 120 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";HCS B.V.;300,00 €;944,34 €;644,34 €;In distribuzione diretta da parte delle Regioni;BRZ
Imatinib;120 UNITA' 100 MG - USO ORALE;L01EA01;42867263;IMATINIB ACCORD;"""100 MG COMPRESSA RIVESTITA CON FILM USO ORALE"" BLISTER (ALU/ALU) 120 x 1 COMPRESSE (DOSE UNITARIA)";ACCORD HEALTHCARE SLU;300,00 €;300,00 €;0,00 €;In distribuzione diretta da parte delle Regioni;BRZ
Imatinib;120 UNITA' 100 MG - USO ORALE;L01EA01;45053067;IMATINIB DR. REDDY'S;"""100 MG CAPSULE RIGIDE"" 120 CAPSULE IN BLISTER PVC/ACLAR";DR. REDDY'S S.R.L.;300,00 €;300,00 €;0,00 €;In distribuzione diretta da parte delle Regioni;BRZ
Imatinib;120 UNITA' 100 MG - USO ORALE;L01EA01;43805047;IMATINIB SANDOZ;"""100 MG COMPRESSE RIVESTITE CON FILM"" 120 COMPRESSE IN BLISTER PVC/AL";SANDOZ S.P.A.;300,00 €;300,00 €;0,00 €;In distribuzione diretta da parte delle Regioni;BRZ
Imatinib;120 UNITA' 100 MG - USO ORALE;L01EA01;43805050;IMATINIB SANDOZ;"""100 MG COMPRESSE RIVESTITE CON FILM"" 120 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";SANDOZ S.P.A.;300,00 €;300,00 €;0,00 €;In distribuzione diretta da parte delle Regioni;BRZ
Imatinib;120 UNITA' 100 MG - USO ORALE;L01EA01;42644118;IMATINIB TEVA;"""100 MG COMPRESSA RIVESTITA CON FILM USO ORALE BLISTER PVC/PE/PVDC/PE/PVC/AL"" 120x1 COMPRESSA";TEVA B.V.;300,00 €;300,00 €;0,00 €;In distribuzione diretta da parte delle Regioni;BRZ
Imatinib;120 UNITA' 100 MG - USO ORALE;L01EA01;42644310;IMATINIB TEVA;"""100 MG-CAPSULA RIGIDA-USO ORALE"" BLISTER (PVC/PE/PVDC/PEPVC/AL) 120x1 CAPSULE";TEVA B.V.;300,00 €;300,00 €;0,00 €;In distribuzione diretta da parte delle Regioni;BRZ
Imatinib;30 UNITA' 400 MG - USO ORALE;L01EA01;42867287;IMATINIB ACCORD;400 MG COMPRESSA RIVESTITA CON FILM USO ORALE BLISTER (ALU/ALU) 30 x 1 COMPRESSE (DOSE UNITARIA);ACCORD HEALTHCARE SLU;300,00 €;300,00 €;0,00 €;In distribuzione diretta da parte delle Regioni;JNJ
Imatinib;30 UNITA' 400 MG - USO ORALE;L01EA01;42867200;IMATINIB ACCORD;"""400 MG COMPRESSA RIVESTITA CON FILM USO ORALE BLISTER (PVC/PVDC/ALLUMINIO)"" 30X1 COMPRESSA (DOSE UNITARIA)";ACCORD HEALTHCARE SLU;300,00 €;911,04 €;611,04 €;In distribuzione diretta da parte delle Regioni;JNJ
Imatinib;30 UNITA' 400 MG - USO ORALE;L01EA01;42644183;IMATINIB TEVA;"""400 MG COMPRESSE RIVESTITE CON FILM USO ORALE BLISTER (PVC/PE/PVDC/PE/PVC/AL)"" 30X1 COMPRESSE";TEVA B.V.;300,00 €;300,00 €;0,00 €;In distribuzione diretta da parte delle Regioni;JNJ
Imiquimod;12 UNITA' 250 MG 5% - USO DERMATOLOGICO;D06BB10;34405011;ALDARA;5% CREMA 12 BUSTINE DA 250 MG;VIATRIS HEALTHCARE LIMITED;55,89 €;76,56 €;20,67 €;In distribuzione diretta da parte delle Regioni;MWA
Imiquimod;12 UNITA' 250 MG 5% - USO DERMATOLOGICO;D06BB10;41393012;IMUNOCARE;5% CREMA 12 BUSTINE DA 250 MG;DIFA COOPER S.P.A.;55,89 €;55,89 €;0,00 €;In distribuzione diretta da parte delle Regioni;MWA
Indapamide;30 UNITA' 1,5 MG - USO ORALE;C03BA11;38708057;INDAPAMIDE AUROBINDO;"""1,5 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER AL/PVC";AUROBINDO PHARMA ITALIA S.R.L.;5,39 €;5,39 €;0,00 €;;06C
Indapamide;30 UNITA' 1,5 MG - USO ORALE;C03BA11;39505021;INDAPAMIDE DOC GENERICI;"""1,5 MG COMPRESSE A RILASCIO PROLUNGATO RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER AL/PVC/PVDC";DOC GENERICI S.R.L.;5,39 €;5,39 €;0,00 €;;06C
Indapamide;30 UNITA' 1,5 MG - USO ORALE;C03BA11;39463017;INDAPAMIDE MYLAN GENERICS ITALIA;"""1,5MG COMPRESSE RIVESTITE CON FILM A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER PVC/AL";MYLAN S.P.A.;5,39 €;5,39 €;0,00 €;;06C
Indapamide;30 UNITA' 1,5 MG - USO ORALE;C03BA11;24032031;NATRILIX;"""1,5 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE";LES LABORATOIRES SERVIER;5,39 €;8,46 €;3,07 €;;06C
Indapamide;50 UNITA' 2,5 MG - USO ORALE;C03BA11;33616020;INDAPAMIDE MYLAN GENERICS;"""2,5 MG COMPRESSE RIVESTITE"" 50 COMPRESSE";MYLAN S.P.A.;5,74 €;6,32 €;0,58 €;;06A
Indapamide;50 UNITA' 2,5 MG - USO ORALE;C03BA11;25154030;INDAPAMIDE PENSA;"""2,5 MG COMPRESSE RIVESTITE"" 50 COMPRESSE";TOWA PHARMACEUTICAL S.P.A.;5,74 €;6,32 €;0,58 €;;06A
Indapamide;50 UNITA' 2,5 MG - USO ORALE;C03BA11;24150029;IPAMIX;"""2,5 MG COMPRESSE RIVESTITE"" 50 COMPRESSE";VISUFARMA S.P.A.;5,74 €;6,80 €;1,06 €;;06A
Indapamide;50 UNITA' 2,5 MG - USO ORALE;C03BA11;25686015;MILLIBAR;"""2,5 MG CAPSULE RIGIDE"" 50 CAPSULE";LANOVA FARMACEUTICI S.R.L.;5,74 €;6,80 €;1,06 €;;06A
Indapamide;50 UNITA' 2,5 MG - USO ORALE;C03BA11;24666024;PRESSURAL;"""2,5 MG COMPRESSE RIVESTITE"" 50 COMPRESSE";POLIFARMA S.P.A.;5,74 €;6,32 €;0,58 €;;06A
Irbesartan;28 UNITA' 150 MG - USO ORALE;C09CA04;40915098;ABESART;"""150 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";GENETIC S.P.A.;6,44 €;6,44 €;0,00 €;;NJA
Irbesartan;28 UNITA' 150 MG - USO ORALE;C09CA04;33264223;APROVEL;"""150 MG COMPRESSA USO ORALE BLISTER (PVC/PVDC/ALLUMINIO)"" 28 COMPRESSE";SANOFI WINTHROP INDUSTRIE;6,44 €;8,84 €;2,40 €;;NJA
Irbesartan;28 UNITA' 150 MG - USO ORALE;C09CA04;33264045;APROVEL;"""150 MG COMPRESSE"" 28 COMPRESSE";SANOFI WINTHROP INDUSTRIE;6,44 €;8,84 €;2,40 €;;NJA
Irbesartan;28 UNITA' 150 MG - USO ORALE;C09CA04;41666088;IFIRMASTA;"""150 MG - COMPRESSA RIVESTITA CON FILM"" - USO ORALE - BLISTER PVC/PE/PVDC/AL 28 COMPRESSE";KRKA D.D.NOVO MESTO;6,44 €;6,84 €;0,40 €;;NJA
Irbesartan;28 UNITA' 150 MG - USO ORALE;C09CA04;41870092;IRBESARTAN ACCORD;"""150 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";ACCORD HEALTHCARE SLU;6,44 €;6,44 €;0,00 €;;NJA
Irbesartan;28 UNITA' 150 MG - USO ORALE;C09CA04;42107019;IRBESARTAN AUROBINDO;"""150 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";AUROBINDO PHARMA ITALIA S.R.L.;6,44 €;6,44 €;0,00 €;;NJA
Irbesartan;28 UNITA' 150 MG - USO ORALE;C09CA04;40865065;IRBESARTAN DOC GENERICI;"""150 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";DOC GENERICI S.R.L.;6,44 €;6,44 €;0,00 €;;NJA
Irbesartan;28 UNITA' 150 MG - USO ORALE;C09CA04;40755086;IRBESARTAN EG;"""150 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";EG S.P.A.;6,44 €;6,44 €;0,00 €;;NJA
Irbesartan;28 UNITA' 150 MG - USO ORALE;C09CA04;40936027;IRBESARTAN MACLEODS PHARMA;"""150 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVDC/PVC/PE/AL";MACLEODS PHARMA ESPANA S.L.U;6,44 €;6,84 €;0,40 €;;NJA
Irbesartan;28 UNITA' 150 MG - USO ORALE;C09CA04;41458175;IRBESARTAN MYLAN;"""150 MG COMPRESSE"" 28 COMPRESSE IN BLISTER ACLAR/PVC/AL";MYLAN S.P.A.;6,44 €;6,44 €;0,00 €;;NJA
Irbesartan;28 UNITA' 150 MG - USO ORALE;C09CA04;40836292;IRBESARTAN SANDOZ;"""150 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";SANDOZ S.P.A.;6,44 €;6,44 €;0,00 €;;NJA
Irbesartan;28 UNITA' 150 MG - USO ORALE;C09CA04;41139078;IRBESARTAN TECNIGEN;"""150 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL/PVDC";TECNIGEN S.R.L.;6,44 €;6,44 €;0,00 €;;NJA
Irbesartan;28 UNITA' 150 MG - USO ORALE;C09CA04;41763160;IRBESARTAN TEVA;"""150 MG-COMPRESSA RIVESTITA CON FILM-USO ORALE-BLISTER (PVC/PVDC/ALU)"" 28 COMPRESSE";TEVA B.V.;6,44 €;6,44 €;0,00 €;;NJA
Irbesartan;28 UNITA' 150 MG - USO ORALE;C09CA04;41974243;IRBESARTAN ZENTIVA;"""150 MG COMPRESSA RIVESTITA"" 28 COMPRESSE";ZENTIVA K.S.;6,44 €;6,44 €;0,00 €;;NJA
Irbesartan;28 UNITA' 150 MG - USO ORALE;C09CA04;41888025;IRBETENS;"""150 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";LANOVA FARMACEUTICI S.R.L.;6,44 €;6,84 €;0,40 €;;NJA
Irbesartan;28 UNITA' 150 MG - USO ORALE;C09CA04;33263221;KARVEA;"""150 MG COMPRESSA USO ORALE BLISTER (PVC/PVDC/ALLUMINIO)"" 28 COMPRESSE";SANOFI WINTHROP INDUSTRIE;6,44 €;9,34 €;2,90 €;;NJA
Irbesartan;28 UNITA' 150 MG - USO ORALE;C09CA04;33263043;KARVEA;"""150 MG COMPRESSE"" 28 COMPRESSE";SANOFI WINTHROP INDUSTRIE;6,44 €;9,34 €;2,90 €;;NJA
Irbesartan;28 UNITA' 150 MG - USO ORALE;C09CA04;39734013;RABESAT;"""150 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";GENETIC S.P.A.;6,44 €;6,44 €;0,00 €;;NJA
Irbesartan;28 UNITA' 150 MG - USO ORALE;C09CA04;39735016;RETENSIR;"""150 MG COMPRESSE RIVESTITE CON FILM ""28 COMPRESSE";S.F. GROUP S.R.L.;6,44 €;6,44 €;0,00 €;;NJA
Irbesartan;28 UNITA' 300 MG - USO ORALE;C09CA04;40915163;ABESART;"""300 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";GENETIC S.P.A.;8,65 €;8,65 €;0,00 €;;NJB
Irbesartan;28 UNITA' 300 MG - USO ORALE;C09CA04;33264274;APROVEL;"""300 MG COMPRESSA USO ORALE BLISTER (PVC/PVDC/ALLUMINIO)"" 28 COMPRESSE";SANOFI WINTHROP INDUSTRIE;8,65 €;11,23 €;2,58 €;;NJB
Irbesartan;28 UNITA' 300 MG - USO ORALE;C09CA04;33264072;APROVEL;"""300 MG COMPRESSE"" 28 COMPRESSE";SANOFI WINTHROP INDUSTRIE;8,65 €;11,23 €;2,58 €;;NJB
Irbesartan;28 UNITA' 300 MG - USO ORALE;C09CA04;41666140;IFIRMASTA;"""300 MG - COMPRESSA RIVESTITA CON FILM"" - USO ORALE - BLISTER PVC/PE/PVDC/AL 28 COMPRESSE";KRKA D.D.NOVO MESTO;8,65 €;9,23 €;0,58 €;;NJB
Irbesartan;28 UNITA' 300 MG - USO ORALE;C09CA04;41870155;IRBESARTAN ACCORD;"""300 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";ACCORD HEALTHCARE SLU;8,65 €;8,65 €;0,00 €;;NJB
Irbesartan;28 UNITA' 300 MG - USO ORALE;C09CA04;42107045;IRBESARTAN AUROBINDO;"""300 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";AUROBINDO PHARMA ITALIA S.R.L.;8,65 €;8,65 €;0,00 €;;NJB
Irbesartan;28 UNITA' 300 MG - USO ORALE;C09CA04;40865103;IRBESARTAN DOC GENERICI;"""300 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";DOC GENERICI S.R.L.;8,65 €;8,65 €;0,00 €;;NJB
Irbesartan;28 UNITA' 300 MG - USO ORALE;C09CA04;40755148;IRBESARTAN EG;"""300 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";EG S.P.A.;8,65 €;8,65 €;0,00 €;;NJB
Irbesartan;28 UNITA' 300 MG - USO ORALE;C09CA04;41458314;IRBESARTAN MYLAN;"""300 MG COMPRESSE"" 28 COMPRESSE IN BLISTER ACLAR/PVC/AL";MYLAN S.P.A.;8,65 €;8,65 €;0,00 €;;NJB
Irbesartan;28 UNITA' 300 MG - USO ORALE;C09CA04;40836684;IRBESARTAN SANDOZ;"""300 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";SANDOZ S.P.A.;8,65 €;8,65 €;0,00 €;;NJB
Irbesartan;28 UNITA' 300 MG - USO ORALE;C09CA04;41139128;IRBESARTAN TECNIGEN;"""300 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL/PVDC";TECNIGEN S.R.L.;8,65 €;8,65 €;0,00 €;;NJB
Irbesartan;28 UNITA' 300 MG - USO ORALE;C09CA04;41763297;IRBESARTAN TEVA;"""300 MG-COMPRESSA RIVESTITA CON FILM-USO ORALE-BLISTER (PVC/PVDC/ALU)"" 28 COMPRESSE";TEVA B.V.;8,65 €;8,65 €;0,00 €;;NJB
Irbesartan;28 UNITA' 300 MG - USO ORALE;C09CA04;41974306;IRBESARTAN ZENTIVA;"""300 MG COMPRESSA RIVESTITA CON FILM USO ORALE BLISTER (PVC/PVDC/ALU)"" 28 COMPRESSE";ZENTIVA K.S.;8,65 €;8,65 €;0,00 €;;NJB
Irbesartan;28 UNITA' 300 MG - USO ORALE;C09CA04;41888037;IRBETENS;"""300 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";LANOVA FARMACEUTICI S.R.L.;8,65 €;9,23 €;0,58 €;;NJB
Irbesartan;28 UNITA' 300 MG - USO ORALE;C09CA04;33263272;KARVEA;"""300 MG COMPRESSA USO ORALE BLISTER (PVC/PVDC/ALLUMINIO)"" 28 COMPRESSE";SANOFI WINTHROP INDUSTRIE;8,65 €;11,73 €;3,08 €;;NJB
Irbesartan;28 UNITA' 300 MG - USO ORALE;C09CA04;33263070;KARVEA;"""300 MG COMPRESSE"" 28 COMPRESSE";SANOFI WINTHROP INDUSTRIE;8,65 €;11,73 €;3,08 €;;NJB
Irbesartan;28 UNITA' 300 MG - USO ORALE;C09CA04;39734025;RABESAT;"""300 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";GENETIC S.P.A.;8,65 €;8,65 €;0,00 €;;NJB
Irbesartan;28 UNITA' 300 MG - USO ORALE;C09CA04;39735028;RETENSIR;"""300 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";S.F. GROUP S.R.L.;8,65 €;8,65 €;0,00 €;;NJB
Irbesartan + Idroclorotiazide;28 UNITA' (150+12,5) MG - USO ORALE;C09DA04;40951016;COABESART;"""150 MG/12,5 MG - COMPRESSA RIVESTITA CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";S.F. GROUP S.R.L.;5,77 €;5,77 €;0,00 €;;NKA
Irbesartan + Idroclorotiazide;28 UNITA' (150+12,5) MG - USO ORALE;C09DA04;34191181;COAPROVEL;"""150/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";SANOFI WINTHROP INDUSTRIE;5,77 €;8,05 €;2,28 €;;NKA
Irbesartan + Idroclorotiazide;28 UNITA' (150+12,5) MG - USO ORALE;C09DA04;34191015;COAPROVEL;"""150 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";SANOFI WINTHROP INDUSTRIE;5,77 €;8,05 €;2,28 €;;NKA
Irbesartan + Idroclorotiazide;28 UNITA' (150+12,5) MG - USO ORALE;C09DA04;41633025;IFIRMACOMBI;150MG/12,5MG - COMPRESSA RIVESTITA CON FILM - USO ORALE - BLISTER (OPA/ALU/PVC/ALU) 28 COMPRESSE;KRKA D.D.NOVO MESTO;5,77 €;6,05 €;0,28 €;;NKA
Irbesartan + Idroclorotiazide;28 UNITA' (150+12,5) MG - USO ORALE;C09DA04;43503010;IRBEDIUR;"""150 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER IN PVC/PVDC/ALL";LANOVA FARMACEUTICI S.R.L.;5,77 €;6,05 €;0,28 €;;NKA
Irbesartan + Idroclorotiazide;28 UNITA' (150+12,5) MG - USO ORALE;C09DA04;40133074;IRBESARTAN E IDROCLOROTIAZIDE ALTER;"""150 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";LABORATORI ALTER S.R.L.;5,77 €;5,77 €;0,00 €;;NKA
Irbesartan + Idroclorotiazide;28 UNITA' (150+12,5) MG - USO ORALE;C09DA04;41243039;IRBESARTAN E IDROCLOROTIAZIDE AUROBINDO;150MG/12,5MG - COMPRESSE RIVESTITE CON FILM (PA/AL/PVC/AL) 28 COMPRESSE;AUROBINDO PHARMA ITALIA S.R.L.;5,77 €;5,77 €;0,00 €;;NKA
Irbesartan + Idroclorotiazide;28 UNITA' (150+12,5) MG - USO ORALE;C09DA04;40799025;IRBESARTAN E IDROCLOROTIAZIDE DOC GENERICI;"""150 MG/12,5 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC-PE-PVDC-AL";DOC GENERICI S.R.L.;5,77 €;5,77 €;0,00 €;;NKA
Irbesartan + Idroclorotiazide;28 UNITA' (150+12,5) MG - USO ORALE;C09DA04;40664029;IRBESARTAN E IDROCLOROTIAZIDE EG;"""150 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";EG S.P.A.;5,77 €;5,77 €;0,00 €;;NKA
Irbesartan + Idroclorotiazide;28 UNITA' (150+12,5) MG - USO ORALE;C09DA04;40973024;IRBESARTAN E IDROCLOROTIAZIDE MYLAN;"""150 MG/12,5 MG COMPRESSE"" 28 COMPRESSE IN BLISTER AMBRA/ACLAR/PVC-AL";MYLAN S.P.A.;5,77 €;5,77 €;0,00 €;;NKA
Irbesartan + Idroclorotiazide;28 UNITA' (150+12,5) MG - USO ORALE;C09DA04;44893028;IRBESARTAN E IDROCLOROTIAZIDE PENSA;"""150 MG/12,5 MG COMPRESSA"" 28 COMPRESSE IN BLISTER PVC-PE-PVDC/AL";TOWA PHARMACEUTICAL S.P.A.;5,77 €;5,77 €;0,00 €;;NKA
Irbesartan + Idroclorotiazide;28 UNITA' (150+12,5) MG - USO ORALE;C09DA04;41311123;IRBESARTAN E IDROCLOROTIAZIDE SANDOZ;"""150 MG/12,5 MG - COMPRESSA RIVESTITA CON FILM"" 28 COMPRESSE IN BLISTER AL/AL";SANDOZ S.P.A.;5,77 €;5,77 €;0,00 €;;NKA
Irbesartan + Idroclorotiazide;28 UNITA' (150+12,5) MG - USO ORALE;C09DA04;42224016;IRBESARTAN E IDROCLOROTIAZIDE TECNIGEN;"""150 MG+12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PCTFE/PE/PVC/AL";TECNIGEN S.R.L.;5,77 €;5,77 €;0,00 €;;NKA
Irbesartan + Idroclorotiazide;28 UNITA' (150+12,5) MG - USO ORALE;C09DA04;42500126;IRBESARTAN HYDROCLOROTIAZIDE ZENTIVA;"""150 MG/12,5 MG COMPRESSA USO ORALE BLISTER (PVC/PVDC/ALL)"" 28 COMPRESSE";ZENTIVA K.S.;5,77 €;5,77 €;0,00 €;;NKA
Irbesartan + Idroclorotiazide;28 UNITA' (150+12,5) MG - USO ORALE;C09DA04;41851054;IRBESARTAN/IDROCLOROTIAZIDE TEVA;"""150 MG/12,5 MG COMPRESSA RIVESTITA CON FILM (PVC/PVDC/ALU)"" 28 COMPRESSE";TEVA B.V.;5,77 €;5,77 €;0,00 €;;NKA
Irbesartan + Idroclorotiazide;28 UNITA' (150+12,5) MG - USO ORALE;C09DA04;34190189;KARVEZIDE;"""150 MG/12,5 MG COMPRESSE RIVESTITE CON FILM USO ORALE"" 28 COMPRESSE";SANOFI WINTHROP INDUSTRIE;5,77 €;8,05 €;2,28 €;;NKA
Irbesartan + Idroclorotiazide;28 UNITA' (150+12,5) MG - USO ORALE;C09DA04;34190013;KARVEZIDE;"""150 MG/12,5 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";SANOFI WINTHROP INDUSTRIE;5,77 €;8,05 €;2,28 €;;NKA
